Author-Tokens,Average-Rating,Num-Ratings,Cluster
"['am', 'winston']",8.25,4,0
"['an', 'leblanc']",7.888888888888889,9,0
"['an', 'roquelaure']",7.291666666666667,48,0
['anonimo'],7.0,7,0
['anonymous'],7.322033898305085,118,0
['anson'],6.8,5,0
"['ao', 'faulk']",7.571428571428571,7,0
"['aoa', 'poets']",8.5,4,0
['aoumiel'],8.5,6,0
"['ap', 'association']",9.0,4,0
"['ap', 'chekhov']",6.8,5,0
"['aq', 'fisher']",8.071428571428571,14,0
"['ar', 'badami']",8.0,4,0
"['ar', 'gurney']",8.75,4,0
"['ar', 'siddons']",7.3277777777777775,180,0
"['as', 'berg']",7.95,20,0
"['as', 'byatt']",7.333333333333333,66,0
"['as', 'greer']",7.714285714285714,7,0
"['as', 'lavey']",5.7,10,0
"['as', 'rufus']",8.0,8,0
"['at', 'ellis']",7.0,4,0
"['at', 'wallach']",7.0,4,0
"['av', 'dis']",7.0,4,0
['avi'],7.75,48,0
"['avw', 'childs']",8.5,4,0
"['aw', 'bahr']",8.0,5,0
"['aw', 'schaef']",6.636363636363637,11,0
['awmd'],7.647058823529412,17,0
"['ay', 'mah']",7.590163934426229,61,0
"['ayc', 'perezreverte']",8.0,11,0
"['az', 'kronzek']",7.909090909090909,11,0
"['b', 'adler']",9.166666666666666,6,0
"['b', 'akunin']",7.75,8,0
"['b', 'amend']",8.333333333333334,9,0
"['b', 'anastas']",6.857142857142857,14,0
"['b', 'atxaga']",7.0,5,0
"['b', 'aymar']",6.75,4,0
"['b', 'barer']",7.2,5,0
"['b', 'barton']",7.833333333333333,6,0
"['b', 'berry']",7.2,5,0
"['b', 'bettelheim']",6.4,5,0
"['b', 'birney']",7.333333333333333,9,0
"['b', 'bova']",7.611111111111111,18,0
"['b', 'bradlee']",6.75,4,0
"['b', 'brandt']",7.1,10,0
"['b', 'breathed']",8.522522522522523,111,0
"['b', 'brecht']",7.083333333333333,12,0
"['b', 'brent']",7.2,5,0
"['b', 'bretton']",7.142857142857143,7,0
"['b', 'bright']",8.833333333333334,6,0
"['b', 'broady']",8.125,8,0
"['b', 'broyard']",6.0,4,0
"['b', 'bryson']",8.03191489361702,470,1
"['b', 'buchanan']",5.714285714285714,7,0
"['b', 'burke']",7.5,8,0
"['b', 'burnard']",7.5,10,0
"['b', 'bush']",7.6,5,0
"['b', 'butler']",7.5,10,0
"['b', 'byars']",8.0,8,0
"['b', 'campbell']",7.916666666666667,12,0
"['b', 'carter']",7.0,4,0
"['b', 'caswell']",7.5,4,0
"['b', 'chatwin']",8.162162162162161,37,0
"['b', 'clarke']",6.914634146341464,82,0
"['b', 'cleary']",8.21081081081081,185,0
"['b', 'cleaver']",7.25,4,0
"['b', 'clinton']",7.5,6,0
"['b', 'cohen']",8.75,4,0
"['b', 'cole']",9.25,4,0
"['b', 'collins']",8.916666666666666,12,0
"['b', 'cooney']",9.125,8,0
"['b', 'cornwell']",7.0,39,0
"['b', 'cosby']",7.65,80,0
"['b', 'costas']",8.75,4,0
"['b', 'courtenay']",8.432432432432432,37,0
"['b', 'coville']",6.846153846153846,13,0
"['b', 'crocker']",8.666666666666666,6,0
"['b', 'curtis']",8.6,5,0
"['b', 'daley']",8.2,5,0
"['b', 'damato']",6.5,4,0
"['b', 'deangelis']",5.333333333333333,6,0
"['b', 'delinsky']",7.567039106145251,358,1
"['b', 'denenberg']",7.454545454545454,11,0
"['b', 'dolnick']",7.0,5,0
"['b', 'donofrio']",7.32,25,0
"['b', 'dunlop']",8.8,5,0
"['b', 'edwards']",9.166666666666666,6,0
"['b', 'ehrenreich']",8.286549707602338,171,0
"['b', 'eisler']",7.125,8,0
"['b', 'elton']",7.205882352941177,102,0
"['b', 'emecheta']",7.75,4,0
"['b', 'erskine']",6.833333333333333,12,0
"['b', 'farkas']",8.75,4,0
"['b', 'feiler']",7.733333333333333,15,0
"['b', 'fischer']",7.166666666666667,6,0
"['b', 'fitzhugh']",7.818181818181818,11,0
"['b', 'flanagan']",8.0,4,0
"['b', 'franklin']",6.5,4,0
"['b', 'freedman']",9.454545454545455,11,0
"['b', 'freese']",4.947368421052632,19,0
"['b', 'freethy']",8.25,4,0
"['b', 'friedan']",8.0,8,0
"['b', 'froud']",9.363636363636363,11,0
"['b', 'gallagher']",7.5,4,0
"['b', 'gardner']",5.75,4,0
"['b', 'gates']",5.714285714285714,7,0
"['b', 'gill']",8.0,5,0
"['b', 'glassner']",8.125,8,0
"['b', 'goldberg']",6.75,12,0
"['b', 'gottlieb']",7.0,4,0
"['b', 'gowdy']",6.666666666666667,9,0
"['b', 'graham']",8.181818181818182,11,0
"['b', 'greene']",7.741379310344827,58,0
"['b', 'griffiths']",8.5,4,0
"['b', 'guggenheim']",8.4,5,0
"['b', 'gur']",6.4,10,0
"['b', 'gutcheon']",7.658536585365853,41,0
"['b', 'haig']",8.0,10,0
"['b', 'hall']",7.625,8,0
"['b', 'hambly']",7.661764705882353,68,0
"['b', 'harper']",7.2727272727272725,11,0
"['b', 'hayes']",7.5,8,0
"['b', 'hazard']",6.75,4,0
"['b', 'hedges']",9.0,4,0
"['b', 'hendee']",7.375,8,0
"['b', 'herbert']",7.797872340425532,94,0
"['b', 'hiatt']",7.25,4,0
"['b', 'hildebrandt']",9.666666666666666,9,0
"['b', 'hilgartner']",9.0,5,0
"['b', 'hodgson']",8.266666666666667,15,0
"['b', 'hoff']",7.918918918918919,148,0
"['b', 'hoffman']",7.25,4,0
"['b', 'holland']",7.0,4,0
"['b', 'hooks']",9.0,5,0
"['b', 'hopkins']",6.25,4,0
"['b', 'hughart']",8.272727272727273,11,0
"['b', 'israel']",6.4,5,0
"['b', 'jackson']",8.75,4,0
"['b', 'jacques']",7.64375,160,0
"['b', 'jenkins']",8.5,4,0
"['b', 'johnson']",7.8,25,0
"['b', 'joyce']",7.88,25,0
"['b', 'kaufman']",8.375,16,0
"['b', 'kerr']",7.0,6,0
"['b', 'kingsolver']",8.2,965,1
"['b', 'kirchner']",8.333333333333334,6,0
"['b', 'kliban']",9.25,4,0
"['b', 'krahn']",6.363636363636363,11,0
"['b', 'kramer']",7.588235294117647,17,0
"['b', 'land']",7.25,4,0
"['b', 'lansky']",8.1,10,0
"['b', 'larson']",6.333333333333333,15,0
"['b', 'lawrence']",9.0,4,0
"['b', 'lebert']",5.966666666666667,30,0
"['b', 'lee']",6.25,4,0
"['b', 'lefkowitz']",7.333333333333333,6,0
"['b', 'letts']",8.088709677419354,372,1
"['b', 'leveridge']",7.5,4,0
"['b', 'lewis']",8.037735849056604,53,0
"['b', 'little']",7.05,80,0
"['b', 'lord']",7.75,12,0
"['b', 'lott']",7.468253968253968,126,0
"['b', 'lowry']",7.3,10,0
"['b', 'lumley']",7.619047619047619,21,0
"['b', 'macdonald']",7.818181818181818,11,0
"['b', 'maddox']",5.0,8,0
"['b', 'mahmoody']",8.333333333333334,21,0
"['b', 'maitland']",7.2,5,0
"['b', 'malamud']",7.4,5,0
"['b', 'mankoff']",8.25,4,0
"['b', 'manning']",9.0,10,0
"['b', 'markham']",8.80952380952381,21,0
"['b', 'mclain']",7.0,5,0
"['b', 'meltzer']",7.430769230769231,130,0
"['b', 'mertz']",8.0,7,0
"['b', 'mezrich']",8.1,20,0
"['b', 'michaels']",6.963414634146342,82,0
"['b', 'moore']",7.666666666666667,6,0
"['b', 'morgan']",8.0,6,0
"['b', 'mujica']",7.6,5,0
"['b', 'mukherjee']",6.2,5,0
"['b', 'murphy']",9.25,4,0
"['b', 'myers']",8.125,8,0
"['b', 'naparstek']",7.5,6,0
"['b', 'neels']",5.75,4,0
"['b', 'neely']",7.166666666666667,6,0
"['b', 'nelson']",8.333333333333334,6,0
"['b', 'novak']",8.25,4,0
"['b', 'ocarroll']",8.17142857142857,35,0
"['b', 'oreilly']",7.5,36,0
"['b', 'park']",7.48936170212766,47,0
"['b', 'parker']",7.119047619047619,42,0
"['b', 'pasternak']",8.0,10,0
"['b', 'phillips']",8.0625,16,0
"['b', 'plain']",7.188,250,0
"['b', 'preiss']",8.0,5,0
"['b', 'quinn']",7.181818181818182,11,0
"['b', 'raffel']",7.8,5,0
"['b', 'reed']",7.111111111111111,9,0
"['b', 'rice']",8.8,5,0
"['b', 'richardson']",7.4,40,0
"['b', 'robinson']",8.333333333333334,18,0
"['b', 'russell']",8.0,5,0
"['b', 'savage']",9.6,5,0
"['b', 'schieffer']",7.0,4,0
"['b', 'schlink']",7.361867704280155,257,0
"['b', 'scott']",6.7,10,0
"['b', 'sears']",6.666666666666667,21,0
"['b', 'seranella']",7.75,4,0
"['b', 'severgnini']",7.538461538461538,13,0
"['b', 'shapiro']",6.75,4,0
"['b', 'shaw']",9.0,4,0
"['b', 'sher']",7.611111111111111,18,0
"['b', 'sherwood']",7.125,32,0
"['b', 'siegel']",7.0,11,0
"['b', 'siler']",6.833333333333333,6,0
"['b', 'slavicsek']",8.0,4,0
"['b', 'small']",7.296296296296297,27,0
"['b', 'smith']",8.891304347826088,46,0
"['b', 'sparks']",7.2,15,0
"['b', 'spock']",8.0,5,0
"['b', 'sprague']",7.142857142857143,7,0
"['b', 'starling']",7.52,25,0
"['b', 'sterling']",7.065217391304348,46,0
"['b', 'stoker']",8.241071428571429,112,0
"['b', 'stone']",6.75,4,0
"['b', 'strachey']",8.166666666666666,6,0
"['b', 'talkington']",8.5,4,0
"['b', 'tarkington']",7.2,5,0
"['b', 'taylor']",6.0,4,0
"['b', 'teran']",5.8,5,0
"['b', 'thor']",7.6,10,0
"['b', 'trapido']",7.5,8,0
"['b', 'tuchman']",7.25,4,0
"['b', 'udall']",7.933333333333334,30,0
"['b', 'unsworth']",7.9523809523809526,21,0
"['b', 'vian']",8.0,24,0
"['b', 'vine']",8.075471698113208,53,0
"['b', 'walker']",9.75,4,0
"['b', 'watterson']",9.214521452145215,303,1
"['b', 'weathers']",6.8,5,0
"['b', 'werber']",7.8,70,0
"['b', 'west']",7.428571428571429,7,0
"['b', 'white']",7.087912087912088,91,0
"['b', 'wilkinson']",7.225806451612903,62,0
"['b', 'williams']",7.208333333333333,24,0
"['b', 'willingham']",8.75,4,0
"['b', 'wilson']",8.75,4,0
"['b', 'winn']",8.0,4,0
"['b', 'winter']",7.5,4,0
"['b', 'wood']",6.8,25,0
"['b', 'woodhouse']",7.714285714285714,7,0
"['b', 'woodward']",7.735294117647059,34,0
"['b', 'yoshimoto']",7.617283950617284,81,0
"['b', 'youngs']",6.666666666666667,6,0
"['ba', 'kipfer']",7.545454545454546,22,0
"['ba', 'mason']",7.538461538461538,13,0
['baum'],8.0,4,0
"['bb', 'kerik']",7.571428571428571,7,0
"['bc', 'fergusson']",6.333333333333333,6,0
"['bd', 'angelis']",6.666666666666667,9,0
"['bd', 'joyce']",7.333333333333333,6,0
"['bd', 'smith']",8.5,4,0
"['be', 'ellis']",7.073170731707317,123,0
"['be', 'johnson']",5.5,4,0
"['bepd', 'robinson']",7.0,4,0
"['bf', 'skinner']",7.571428571428571,7,0
['bf'],8.25,4,0
"['bg', 'walker']",9.25,4,0
"['bh', 'wolf']",9.25,4,0
"['bha', 'gardens']",8.75,4,0
['bhagavadgita'],8.8,5,0
['bingham'],6.75,4,0
"['bj', 'daniels']",6.666666666666667,12,0
"['bj', 'eadie']",7.3,40,0
"['bk', 'vaughan']",8.5,6,0
"['bks', 'iyengar']",9.0,4,0
"['bl', 'weiss']",7.75,20,0
"['bm', 'baglio']",7.75,4,0
"['bm', 'campbell']",7.0476190476190474,21,0
"['bm', 'funk']",9.25,4,0
"['bm', 'jr']",8.333333333333334,27,0
"['bm', 'krahn']",6.333333333333333,12,0
"['bm', 'ohrbach']",9.75,4,0
"['bp', 'odonoghue']",6.75,4,0
"['br', 'barber']",7.5,4,0
"['br', 'institute']",8.392857142857142,28,0
"['br', 'moss']",8.5,4,0
"['br', 'wright']",5.75,4,0
['bradbury'],9.0,4,0
"['brh', 'society']",9.8,5,0
"['bs', 'siegel']",8.25,4,0
"['bt', 'bradford']",6.738372093023256,172,0
"['bt', 'greive']",8.907894736842104,76,0
"['bv', 'stuckradbarre']",5.45,20,0
"['bw', 'clough']",6.25,4,0
"['bw', 'tuchman']",7.375,8,0
['bw'],8.5,4,0
"['bwhb', 'collective']",9.714285714285714,7,0
"['c', 'aarsen']",8.6,5,0
"['c', 'achebe']",7.745098039215686,51,0
"['c', 'adair']",7.676470588235294,34,0
"['c', 'adams']",8.181818181818182,11,0
"['c', 'adrienne']",6.285714285714286,7,0
