ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0440221595,The Glass Lake,maeve binchy,1996,Dell
0316782475,The Dangerous Husband : A Novel,jane shapiro,1999,"Little, Brown"
0525947299,No Second  Chance,harlan coben,2003,Dutton Books
0140115773,What Am I Doing Here,bruce chatwin,1990,Penguin Books
0804119430,Horse Heaven,jane smiley,2003,Ballantine Books
0671038443,The Devil's Teardrop,jeffery deaver,2000,Pocket
0786884649,Confessions of a Cineplex Heckler : Celluloid Tirades and Escapades,joe queenan,2000,Hyperion
0380767643,A Woman Without Lies,elizabeth lowell,1995,Avon
0440222656,The Horse Whisperer,nicholas evans,1996,Dell
0380767635,Where the Heart Is,elizabeth lowell,1997,Avon
0441000150,Quantum Leap: The Wall (Quantum Leap),ashley mcconnell,1994,Ace Books
0671878662,Fiddler Fair,mercedes lackey,1998,Baen
0070064547,Motherhood: The Second Oldest Profession,erma bombeck,1983,McGraw-Hill
044022392X,The Keys to the Street: A Novel of Suspense,ruth rendell,1997,Dell
0553213806,Dubliners,james joyce,1990,Bantam Classics
0451410025,I Am the Only Running Footman,martha grimes,2001,Onyx Books
0804118558,A Breach of Promise (William Monk Novels (Paperback)),anne perry,1999,Ivy Books
0385722109,Hotel World,ali smith,2002,Anchor
0679433015,Servant of the Bones,anne rice,1996,Alfred A. Knopf
0394587863,The Witching Hour (Lives of the Mayfair Witches),anne rice,1990,Knopf
0440136482,"Holy Blood, Holy Grail",michael baigent,1983,Dell
0767901576,Awakening the Buddha Within : Tibetan Wisdom for the Western World,surya das,1998,Broadway Books
0316899984,"River, Cross My Heart",breena clarke,1999,Little Brown & Company
8420634115,El seÃÂ±or de las moscas,william golding,1972,Alianza
0843947888,Among the Missing,richard laymon,2000,Leisure Books
014029628X,Girl in Hyacinth Blue,susan vreeland,2000,Penguin Books
0590425919,White Fang,jack london,1989,Apple Classics (Scholastic)
0441478123,The Left Hand of Darkness (Remembering Tomorrow),ursula k le guin,1991,ACE Charter
006019393X,If the Gods Had Meant Us to Vote They Would Have Given Us Candidates,jim hightower,2000,HarperCollins Publishers
0553563734,The King's Buccaneer,raymond feist,1994,Bantam
0515129224,Soft Focus,jayne ann krentz,2000,Jove Books
0380016974,Captive Bride,johanna lindsey,1999,Avon
0886778166,"Prince of Dogs (Crown of Stars, Vol 2)",kate elliott,1999,Daw Books
0441009077,Never After,rebecca lickiss,2002,Ace Books
0375509089,Loose Lips,claire berlinski,2003,Random House
0449005844,The Wild Child,mary jo putney,2000,Ballantine Books
044922046X,Catering to Nobody,diane mott davidson,1995,Fawcett Books
0671877836,"Honor Among Enemies (Honor Harrington Series, Book 6)",david weber,1997,Baen
0425181685,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),laurell k hamilton,2001,Berkley Publishing Group
0515130923,Dawn in Eclipse Bay,jayne ann krentz,2001,Jove Books
0380802325,Suddenly You,lisa kleypas,2001,Avon
0553572040,Killer Pancake,diane mott davidson,1996,Crimeline
0671721631,On Basilisk Station (Honor Harrington 1) (On Basilisk Station),david weber,1993,Baen
0345435273,A Caress of Twilight (Meredith Gentry Novels (Hardcover)),laurell k hamilton,2002,Ballantine Books
0380814803,The Pursuit (Avon Historical Romance),johanna lindsey,2003,Avon
0671035460,Pale Horse Coming,stephen hunter,2002,Pocket
0778320286,Changing Habits (Mira),debbie macomber,2004,Mira
0451212169,Bright Eyes (Coulter Family Series),catherine anderson,2004,Signet Book
0671871005,The WEDDING,julie garwood,1997,Pocket Star
0316095133,Evening Class,maeve binchy,0,Little Brown Company
0064472272,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",louise rennison,2001,HarperTempest
0486285537,100 Best-Loved Poems (Dover Thrift Editions),philip smith,1995,Dover Publications
0451628047,Inferno (Mentor),dante alighieri,1993,Mentor Books
0670878073,Wobegon Boy,garrison keillor,1997,Viking Books
0440114330,Close encounters of the third kind,steven spielberg,1977,Dell Pub
0061059323,The X-Files: Fight the Future,elizabeth hand,1998,HarperEntertainment
0764228072,The Betrayal,beverly lewis,2003,Bethany House Publishers
0515128600,The Edge,catherine coulter,2000,Jove Books
0553583980,True Blue,luanne rice,2002,Bantam Books
0515121843,Sea Swept (Quinn Brothers (Paperback)),nora roberts,2001,Jove Books
0553560220,Illusion,paula volsky,1993,Bantam Books
8483102307,El Trompetista Del Utopia (Andanzas),fernando aramburu,2003,Tusquets Editores
0486292568,Wuthering Heights (Dover Thrift Editions),emily bronte,1996,Dover Publications
0312952716,A Simple Plan,scott smith,1994,St. Martin's Press
0451527712,"Frankenstein: Or, the Modern Prometheus (Signet Classics (Paperback))",mary shelley,2000,Signet Book
0486270734,Favorite Poems (Dover Thrift Editions),william wordsworth,1992,Dover Publications
0060965819,Simpson's Christmas Book,matt groening,1990,Harpercollins Juvenile Books
0385044011,Poems That Touch the Heart,al alexander,1956,Doubleday Books
0671039415,Fearless #1,francine pascal,1999,Simon Pulse
0312130279,The Bird Artist,howard norman,1995,Picador USA
0375501517,The Island of Lost Maps: A True Story of Cartographic Crime,miles harvey,2000,Random House
051511331X,November of the Heart,lavyrle spencer,1995,Jove Books
0399147195,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),sue grafton,2001,Putnam Publishing Group
0312265840,Seven Up (A Stephanie Plum Novel),janet evanovich,2001,St. Martin's Press
0743206029,On the Street Where You Live : A Novel,mary higgins clark,2001,Simon & Schuster
0515136263,Chesapeake Blue,nora roberts,2004,Jove Books
0425157784,Mourn Not Your Dead,deborah crombie,1997,Berkley Publishing Group
0553579312,Dreaming of the Bones,deborah crombie,1998,Bantam
0380725827,Firestorm (Anna Pigeon Mysteries (Paperback)),nevada barr,1997,Avon
0380728265,Blind Descent: : An Anna Pigeon Mystery (Anna Pigeon Mysteries (Paperback)),nevada barr,1999,Avon
0684835959,YOU BELONG TO ME,mary higgins clark,1998,Simon & Schuster
0786884592,"Life Strategies: Doing What Works, Doing What Matters",phillip c mcgraw,2000,Hyperion
0316780375,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,anita shreve,1998,Back Bay Books
067151699X,The HIDDEN LIFE OF DOGS,elizabeth marshall thomas,1995,Pocket
0452279607,"The Gunslinger (The Dark Tower, Book 1)",stephen king,1997,Plume Books
0670272663,Different Seasons,stephen king,1982,Viking Books
0670451932,Cujo,stephen king,1981,Viking Books
0849911788,The Oath: A Novel,frank peretti,1995,W Publishing Group
0743436210,Hearts in Atlantis,stephen king,2001,Pocket
0440236738,Gone for Good,harlan coben,2003,Dell
0399138250,Without Remorse,tom clancy,1993,Putnam Publishing Group
0804105820,It Was on Fire When I Lay Down on It,robert fulghum,1993,Ivy Books
0671864416,FIRST THINGS FIRST,stephen r covey,1994,Simon & Schuster
0440224721,Obstruction of Justice,perry oshaughnessy,1998,Island
0446604844,Total Control,david baldacci,1997,Warner Books
0061044490,Deep Lie,stuart woods,1998,HarperTorch
0440220696,Invasion of Privacy,perri oshaughnessy,1997,Dell
0380564998,Jacob Have I Loved,katherine paterson,1981,Avon Books
0880382651,"Time of the Twins Legends 1 (Dragonlance Legends Trilogy, Vol 1)",margaret weis,1986,Random House~childrens
1551665557,Family Way,jayne ann krentz,1999,Mira
0380817691,Stalker: A Peter Decker and Rina Lazarus Novel,faye kellerman,2001,Avon
0553582526,Dust to Dust,tami hoag,2002,Bantam
0684859734,Grave Secrets (Temperance Brennan Novel (Hardcover)),kathy reichs,2002,Scribner
0345426037,The Broken Hearts Club (Conrad Voort Novels (Paperback)),ethan black,2000,Ballantine Books
0345401964,Exit to Eden,anne rice,1996,Ballantine Books
0312983387,Killing the Shadows (St. Martin's Minotaur Mysteries),val mcdermid,2002,St. Martin's Paperbacks
0451173139,Night over Water,ken follett,1992,Signet Book
0671038567,Body of Evidence,patricia cornwell,1999,Pocket
0451152190,Over the Edge,jonathan kellerman,1993,New American Library
0141000198,Bridget Jones's Diary,helen fielding,2001,Penguin Putnam
067976268X,Anything Considered,peter mayle,1997,Vintage Books USA
0425188213,Shades of Earl Grey (A Tea Shop Mystery),laura childs,2003,Prime Crime
0451184785,The Takeover,stephen w frey,1996,Signet Book
055309999X,The Main Corpse,diane mott davidson,1996,Bantam Dell Pub Group
0380804743,Miss Zukas Shelves the Evidence (Miss Zukas Mysteries),jo dereske,2001,Avon
006000469X,"Engaged to Die : A Death on Demand Mystery (Hart, Carolyn G)",carolyn hart,2003,William Morrow
0553578316,Sticks & Scones,diane mott davidson,2002,Bantam Books
0743225325,Good Harbor: A Novel,anita diamant,2001,Scribner
0446365386,Gone with the Wind,margaret mitchell,1993,Warner Books
0804111634,Agatha Raisin and the Quiche of Death (Agatha Raisin Mysteries (Paperback)),mc beaton,1993,Fawcett Books
055321330X,The Awakening,kate chopin,1985,Bantam
0446519804,The Alibi,sandra brown,1999,Warner Books
0446527017,Standoff,sandra brown,2000,Warner Books
0399148450,Widow's Walk (Spenser Mysteries (Hardcover)),robert parker,2002,Putnam Publishing Group
0451201515,Life on the Other Side: A Psychic's Tour of the Afterlife,sylvia browne,2001,Signet Book
0671727796,The Color Purple,alice walker,1990,Pocket
0446523372,Thunderhead,douglas preston,1999,Warner Books
0743456378,The Killing Kind,john connolly,2003,Pocket Star
0812504798,The Red Badge of Courage,stephen crane,1997,Tor Books
0440229464,Crooked,tom mcneal,2002,Laurel Leaf
0061020702,The Light Fantastic (Discworld Novels (Paperback)),terry pratchett,2000,HarperTorch
0451161351,Cujo,stephen king,2004,Signet Book
0061057649,Feet of Clay (Discworld Novels (Paperback)),terry pratchett,1997,HarperTorch
0425100650,Twilight Eyes,dean r koontz,1995,Berkley Publishing Group
0440509238,Spin Cycle,sue margolis,2001,Delta
0373218036,"Truly, Madly Manhattan",nora roberts,2003,Silhouette
2070725804,Comme un roman,daniel pennac,1992,Gallimard
0349113858,Kings of Albion,julian rathbone,2001,Abacus
0671047329,The Third Option,vince flynn,2001,Pocket Star
0451451155,Tigana,guy gavriel kay,1994,Roc
0061056219,The Lions of Al-Rassan,guy gavriel kay,1996,Eos
0451453328,A Song for Arbonne,guy gavriel kay,1994,Roc
0451451384,"The Summer Tree (The Fionavar Tapestry, Book 1)",guy gavriel kay,1994,Roc
034542705X,The Man Who Listens to Horses,monty roberts,1998,Ballantine Books
0380762595,Until Forever,johanna lindsey,1995,Avon
0380774933,Keeper of the Heart,johanna lindsey,1993,Avon
0440202507,Wild Mountain Thyme,rosamunde pilcher,1989,Dell Publishing Company
0515131741,Lost and Found,jayne ann krentz,2001,Jove Books
0515136182,Light in Shadow,jayne ann krentz,2003,Jove Books
0515136948,After Glow,jayne castle,2004,Jove Books
0743477081,Forever and Always,jude deveraux,2003,Pocket Books
0345388593,Angel,barbara taylor bradford,1995,Ballantine Books
044020254X,The Empty House,rosamunde pilcher,1995,Dell Publishing Company
0380812037,On a Wild Night (Cynster Novels),stephanie laurens,2002,Avon
0553581872,The Widow's Kiss,jane feather,2002,Bantam
0380818647,The Devil's Bargain,edith layton,2002,HarperTorch
0553583395,Don't Look Back,amanda quick,2003,Bantam Books
055358619X,The Bride Hunt,jane feather,2004,Bantam
0515125628,The Target,catherine coulter,1999,Jove Books
0553565249,The Unlikely Angel,betina krahn,1996,Bantam
055357695X,Out of the Shadows (Shadows Trilogy (Paperback)),kay hooper,2000,Bantam Books
0671523074,Eye of the Beholder,jayne ann krentz,1999,Pocket
0553572326,Survival of the Fittest: An Alex Delaware Novel,jonathan kellerman,1998,Bantam
0425172546,Southern Cross,patricia daniels cornwell,1999,Berkley Publishing Group
074347628X,The Twilight Before Christmas,christine feehan,2003,Pocket Star
0553586181,The Bachelor List,jane feather,2004,Bantam
0061094609,Illusions : A Novel,janet dailey,1999,HarperTorch
055357809X,Digger,joseph flynn,1998,Bantam Books
0380711524,See Jane Run,joy fielding,1992,Avon
0140113428,The Cat Who Came for Christmas,cleveland amory,1989,Penguin USA
0061092533,Stitches in Time,barbara michaels,1996,HarperCollins Publishers
0590466194,"Welcome to Camp Nightmare (Goosebumps, No 9)",rl stine,1995,Scholastic
0553278398,Prelude to Foundation (Foundation Novels (Paperback)),isaac asimov,1989,Spectra
0345308980,Foundation's Edge (Foundation Novels (Paperback)),isaac asimov,1983,Del Rey
0743235150,Everything's Eventual : 14 Dark Tales,stephen king,2002,Scribner
848300268X,Dones (ColÃÂ¨lecciÃÂ³ clÃÂ ssica),,1997,Columna
0451628039,Mythology,edith hamilton,1991,Signet Book
0140177396,Of Mice and Men (Penguin Great Books of the 20th Century),john steinbeck,1993,Penguin Books
0760700435,Sense and sensibility,jane austen,1996,Barnes & Noble
0140373373,Pride and Prejudice (Puffin Classics),jane austen,1995,Puffin Books
0486408787,Through the Looking-Glass: And What Alice Found There (Dover Thrift Editions),lewis carroll,1999,Dover Publications
0451186923,The Deep End of the Ocean,jacquelyn mitchard,1997,New Amer Library
0451184114,Dolores Claiborne,stephen king,1995,New Amer Library
0446356573,A Stranger in the Mirror,sidney sheldon,1988,Warner Books
155166545X,House On Olive Street,robyn carr,1999,Mira
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),sue grafton,1986,Bantam
0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),sue grafton,1987,Bantam
067942573X,Taltos: Lives of the Mayfair Witches,anne rice,1994,Alfred A. Knopf
0812570944,What Dreams May Come : A Novel,richard matheson,1998,Tor Books
078688939X,Dirty Jokes and Beer : Stories of the Unrefined,drew carey,1998,Hyperion
0451176464,Gerald's Game,stephen king,2001,Signet Book
0671894455,FORREST GUMP (Movie Tie in),winston groom,1994,Pocket
0451186362,Rose Madder,stephen king,2004,Signet Book
0446607657,When the Wind Blows,james patterson,1999,Warner Vision
0446611662,Bird's-Eye View,jf freedman,2002,Warner Vision
081120457X,Captain's Verses (New Directions Paperbook),pablo neruda,1972,New Directions Publishing Corporation
0312901437,James Herriots Dog Stories,james herriot,1987,St Martins Press
0553212923,Hamlet (Bantam Classics),william shakespeare,1988,Bantam
0345354613,Eaters of the Dead,michael crichton,1988,Ballantine Books
0967231434,Small leather journal with strap-myra series,anatolian treasures,1999,Anatolian Treasures
0380713802,Neither Here nor There: Travels in Europe,bill bryson,1999,Perennial
0140430725,"Pride and Prejudice (The Penguin English Library, El 72)",jane austen,1985,Penguin Books
0451450957,Blue Moon Rising (Hawk & Fisher),simon r green,2000,Roc
0441569595,Neuromancer (Remembering Tomorrow),william gibson,1995,Ace Books
0843948302,Voice of the Blood,jemiah jefferson,2001,Leisure Books
0375505148,Girls' Poker Night,jill a davis,2002,Random House
0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),tom clancy,1995,Berkley Publishing Group
0671731424,Wolf's Hour,robert mccammon,1990,Pocket
034068948X,Does My Bum Look Big in This?,arabella weir,1999,Trafalgar Square
0385333919,Be Cool,elmore leonard,1999,Bantam Dell Pub Group
0449001245,Naked Came the Manatee,carl hiaasen,1998,Ballantine Books
0061099570,The Crown of Columbus,louise erdrich,1992,Harper Mass Market Paperbacks
0380820293,Last Chance Saloon,marian keyes,2002,Avon
8817106100,Oceano Mare,alessandro baricco,0,Biblioteca Universale Rizzoli
0679889175,First Test (Protector of the Small),tamora pierce,2000,Random House Children's Books
0679801111,In the Hand of the Goddess (Song of the Lioness (Paperback)),tamora pierce,1997,Random House Children's Books
0871236575,"When Hope Springs New (Canadian West, Book 4)",janette oke,1986,Bethany House
1410729435,Lucy's Treasure,ge dabbs,2003,Authorhouse
0743434021,Beautiful Bodies : A Novel,laura shaine cunningham,2003,Washington Square Press
0812550765,Irish Gold (Nuala Anne McGrail Novels),andrew m greeley,1995,Forge Books
0373250134,Slightly Single (Red Dress Ink (Paperback)),wendy markham,2002,Red Dress Ink
0446363162,Back Bay,william martin,1992,Warner Books
0373153279,Home to You (Harlequin American Romance),muriel jensen,2000,Harlequin
0373153260,The Wedding is White (Silhouette Desire),diana palmer,2000,Silhouette Books
068480154X,TENDER IS THE NIGHT,f scott fitzgerald,1995,Scribner
0140430059,Persuasion: With a Memoir of Jane Austen,jane austen,1998,Penguin USA (Paper)
0553569619,When the Bough Breaks (Alex Delaware Novels (Paperback)),jonathan kellerman,1994,Bantam Books
0446613843,The Jester,james patterson,2004,Warner Books
0679436448,CORELLI'S MANDOLIN : A Novel,louis de bernieres,1994,Pantheon
0553580930,A Man in Full,tom wolfe,1999,Bantam
1558216847,The Long Walk: The True Story of a Trek to Freedom,slavomir rawicz,1997,The Lyons Press
0590313185,Bunnicula: A Rabbit-Tale of Mystery,deborah and james howe,1997,Scholastic Inc.School Market Edition
0590462253,The Littles (Littles),john peterson,1993,Little Apple
0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),jeffery deaver,1999,Pocket Books
0060975849,Two Old Women,velma wallis,1994,Perennial
059043411X,Vampires Don't Wear Polka Dots (Adventures of the Bailey School Kids (Paperback)),debbie dadey,1997,Scholastic
0345301110,Story of O,pauline reage,1989,Ballantine Books
068485287X,Creek Walk and Other Stories,molly giles,1998,Scribner Paper Fiction
014045022X,Pygmalion : A Romance in Five Acts,george bernard shaw,1993,Penguin Books
0312980140,Seven Up (A Stephanie Plum Novel),janet evanovich,2002,St. Martin's Paperbacks
0141301155,Charlie and the Chocolate Factory (Puffin Novels),roald dahl,1998,Puffin Books
0525934960,The Te of Piglet,benjamin hoff,1992,Dutton Books
0140189645,The Crucible: A Play in Four Acts (Twentieth-Century Classics),arthur miller,1995,Penguin Books
0451521293,"Twelfth Night, Or, What You Will (Signet Classic Shakespeare Series)",william shakespeare,1991,Signet Classics
0385324138,The Outlandish Companion,diana gabaldon,1999,Delacorte Press
0452277507,Animal Farm: A Fairy Story,george orwell,1996,Plume Books
0764222473,"The Sacred Shore (Song of Acadia, 2)",janette oke,2000,Bethany House Publishers
0764221760,"The Meeting Place (Song of Acadia, 1)",janette oke,1999,Bethany House Publishers
044022425X,Drums of Autumn,diana gabaldon,1997,Dell
0440217563,Voyager,diana gabaldon,1994,Dell
0385319959,Outlander,diana gabaldon,1998,Delta
0446611778,Last Man Standing,david baldacci,2002,Warner Vision
1853260363,Don Quixote,miguel de cervantes saavedra,1997,NTC/Contemporary Publishing Company
0374525188,Housekeeping,marilynne robinson,1997,Farrar Straus Giroux
0330244078,Tinker Tailor Soldier Spy,john le carre,1995,Pan Macmillan
0571216420,Vernon God Little: A 21st Century Comedy in the Presence of Death,dbc pierre,2003,Faber & Faber
0304357278,E-Tales: The Best & Worst of Internet Humor,david milstead,2001,Cassell
0671447483,PIONEER WOMEN,joanna stratton,1982,Touchstone
0373441762,"One True Love? (Harlequin Flipside, No. 2)",stephanie doyle,2003,Harlequin
0373441800,"Who Needs Decaf? (Harlequin Flipside, No. 6)",tanya michaels,2003,Harlequin
0373250479,Slightly Settled (Red Dress Ink),wendy markham,2004,Red Dress Ink
0312303467,Bet Me,jennifer crusie,2004,St. Martin's Press
0670891509,Marrying the Mistress,joanna trollope,2000,Viking Books
014023313X,The Stone Diaries,carol shields,1995,Penguin Books
0425141233,Winter Prey,john sandford,2004,Berkley Publishing Group
0671016776,Gravity : A Novel of Medical Suspense,tess gerritsen,2000,Pocket
0373250428,Up & Out (Red Dress Ink),ariella papa,2003,Red Dress Ink
0743418700,Salem Falls,jodi picoult,2001,Atria
0425185508,Picture Perfect,jodi picoult,2002,Berkley Publishing Group
0140230270,Harvesting the Heart,jodi picoult,1995,Penguin Books
0525947914,Just One Look,harlan coben,2004,Dutton Books
0345452593,Therapy,jonathan kellerman,2004,Ballantine Books
076791404X,She's Not There : A Life in Two Genders,jennifer finney boylan,2003,Broadway
0440225442,One False Move (Myron Bolitar Mysteries (Paperback)),harlan coben,1999,Dell
0375759093,The Summer They Came : A Novel,william storandt,2002,Villard
0590136011,Twits,roald dahl,0,Scholastic Inc
0590426869,Mike's Mystery,gertrude cha warner,0,Scholastic Inc
0380709562,"Ramona Quimby, Age 8 (Avon Camelot Books (Paperback))",beverly cleary,1992,HarperTrophy
0380709600,Ramona Forever (Ramona Quimby (Paperback)),beverly cleary,1995,HarperTrophy
038070952X,Ramona and Her Mother (Ramona Quimby (Paperback)),beverly cleary,1990,HarperTrophy
0142000396,The Last Manly Man (Robin Hudson Mysteries (Paperback)),sparkle hayter,2001,Penguin Books
0679730346,London Fields (Vintage International),martin amis,1991,Vintage
0312204264,Mr. White's Confession : A Novel,robert clark,1999,Picador
0060275103,Ella Enchanted (Newbery Honor Book),gail carson levine,1997,HarperCollins
006001203X,Dr. Atkins' New Diet Revolution,robert c atkins,2001,Avon Books
0375713344,Geek Love,katherine dunn,2002,Vintage Books USA
3596200261,"Fischer TaschenbÃ?ÃÂ¼cher, Bd.26, SchÃ?ÃÂ¶ne neue Welt",aldous huxley,2002,"Fischer (Tb.), Frankfurt"
0140293450,About a Boy,nick hornby,2000,Penguin Books Ltd
037540256X,A Patchwork Planet,anne tyler,1998,Random House Inc
0440207622,Daddy,danielle steel,1990,Dell
0671759329,Darkest Hour (Cutler),vc andrews,1993,Pocket
0399142495,Small Town Girl,lavyrle spencer,1997,Putnam Pub Group
0385306059,Wings,danielle steel,1994,Delacorte Press
0743253973,A Separate Peace,john knowles,2003,Scribner
0971614504,Shade of the Maple,kirk martin,2002,Cantwell Hamilton Pr
006000780X,Boy Still Missing : A Novel,john searles,2002,Perennial
042519549X,Isle of Palms: A Lowcountry Tale (2004),dorothea benton frank,2004,Berkley Publishing Group
1400042070,The Amateur Marriage: A Novel,anne tyler,2004,Knopf
0375506039,Open House,elizabeth berg,2000,Random House Trade
0345435028,What We Keep,elizabeth berg,2002,Ballantine Books
0345453816,Killjoy,julie garwood,2003,Ballantine Books
0345464958,The Last Girls (Ballantine Reader's Circle),lee smith,2003,Ballantine Books
0743412753,No Way Out,andrea kane,2001,Pocket
0553583956,Safe Harbor,luanne rice,2003,Bantam Books
0446612804,Don't Tell,karen rose,2003,Warner Forever
1401300316,The Center of Everything,laura moriarty,2003,Hyperion
0671729411,Flowers In The Attic (Dollanganger),vc andrews,1990,Pocket
043912042X,Esperanza Rising,pam munoz ryan,2002,Scholastic Paperbacks
8466304630,Rayuela,julio cortazar,2001,Suma de Letras
8434410990,Etica para Amador (Ariel),fernando savater,1991,Ariel
0425128458,Sullivan's Sting,lawrence sanders,1997,Berkley Publishing Group
0553568701,Bad Love (Alex Delaware Novels (Paperback)),jonathan kellerman,1994,Bantam Books
0425129616,The Mysterious Affair at Styles,agatha christie,2004,Berkley Publishing Group
0688162827,Tell Me Your Dreams,sidney sheldon,1998,William Morrow & Company
0060083948,Tishomingo Blues,elmore leonard,2002,HarperTorch
0849942845,The Note - A Novel -,angela elwell hunt,2001,WestBow Press
2070360024,"L'Etranger (Collection Folio, 2)",albert camus,1990,Gallimard Jeunesse
0553213695,The Metamorphosis (Bantam Classics),franz kafka,1972,Bantam
0446344109,Name of the Rose,umberto eco,1986,Warner Books
074320395X,The Body Artist : A Novel,don delillo,2001,Scribner
0316788228,The Pilot's Wife,anita shreve,2001,"Little, Brown"
0192815326,"Frankenstein: Or, the Modern Prometheus (World's Classics)",mary wollstonecraft shelley,1982,Oxford University Press
0375421815,The Crazed: A Novel,ha jin,2002,Pantheon
0451519841,1984,george orwell,1980,New Amer Library
006091307X,The Crying of Lot 49: A Novel (Perennial Fiction Library),thomas pynchon,1990,Harpercollins
0140067779,Obasan,joy kogawa,1983,Penguin Books
0061095869,Her Own Rules,barbara taylor bradford,1997,HarperTorch
0345345738,Women in His Life,barbara taylor bradford,1994,Ballantine Books
0441172717,Dune (Remembering Tomorrow),frank herbert,1996,ACE Charter
8466303316,La fiesta del chivo,mario vargas llosa,2001,Punto de Lectura
0375803483,Count Karlstein,philip pullman,2000,Yearling Books
0060956453,Ordinary Resurrections: Children in the Years of Hope,jonathan kozol,2001,Perennial
0374266441,Smilla's Sense of Snow,peter hoeg,1993,Farrar Straus & Giroux
0375506292,The Seal Wife : A Novel,kathryn harrison,2002,Random House
0446342963,Dreamer's Dictionary,tom corbett,1986,Warner Books
0553569902,Lion's Bride,iris johansen,1996,Bantam
0553574116,Wicked Widow,amanda quick,2001,Bantam Books
3442413508,Auf Ehre und Gewissen. Roman.,elizabeth george,1992,Goldmann
0385479484,The Short History of a Prince: A Novel,jane hamilton,1999,Anchor Books/Doubleday
087923573X,Swallows and Amazons (Godine Storyteller),arthur ransome,1986,David R. Godine Publisher
1573223328,"Across the Nightingale Floor (Tales of the Otori, Book One)",lian hearn,2003,Riverhead Books
0399142614,The List,steven paul martini,1997,Putnam Pub Group
0375703128,The Road to Mars,eric idle,2001,Random House~trade
0345314980,Berlin Game,len deighton,1990,Ballantine Books
0380811812,Aftermath : A Novel of Suspense,peter robinson,2002,Avon
0451187261,Matters of Choice,noah gordon,1997,Signet Book
0743246071,The Queen's Fool : A Novel,philippa gregory,2004,Touchstone
0743417682,From a Buick 8,stephen king,2003,Pocket Books
0385507593,Jennifer Government : A Novel,max barry,2003,Doubleday
0345441036,Black House,stephen king,2002,Ballantine Books
0553281747,Mona Lisa Overdrive (Bantam Spectra Book),william gibson,1989,Bantam
006109398X,The Treasure Box,orson scott card,1997,HarperTorch
156947012X,The Liar,stephen fry,1994,Soho Press
157322202X,The Dream of Scipio,iain pears,2002,Riverhead Books
0879516283,"The Gormenghast Novels: Titus Groan, Gormenghast, Titus Alone",mervyn peake,1995,Overlook Press
0812571339,"Crossroads of Twilight (Wheel of Time, Book 10)",robert jordan,2003,Tor Fantasy
037541200X,Blood Canticle (The Vampire Chronicles),anne rice,2003,Knopf
0380732033,Night Lives On,walter j lord,1998,Avon
0553278274,A Night to Remember,walter lord,1997,Bantam
0553571885,A Thin Dark Line (Mysteries & Horror),tami hoag,1998,Bantam
014034294X,Matilda,roald dahl,1990,Puffin Books
0446671444,What Your Doctor May Not Tell You About Menopause: The Breakthrough Book on Natural Progesterone,john r lee,1996,Warner Books
0140502343,Story of Ferdinand (Picture Puffin),munro leaf,1977,Puffin Books
0439327660,School's In!,debbie dadey,2001,Scholastic Inc.
0738841943,BLACK MOON,sj gaither,2001,Xlibris Corporation
0875420486,Practical Candleburning Rituals: Spells and Rituals for Every Purpose (Llewellyn's Practical Magick Series),raymond buckland,1974,Llewellyn Publications
0385333137,Black and Blue (Oprah's Book Club),anna quindlen,2000,Delta
034538430X,TickTock,dean r koontz,1997,Ballantine Books
0553576801,The Perfect Husband,lisa gardner,1997,Bantam
1551668637,New Attitude,charlotte hughes,2001,Mira
0060169281,Soul Mates: Honoring the Mysteries of Love and Relationship,thomas moore,1994,Harpercollins
1551666952,The Falls,karen harper,2003,Mira
0553285785,Public Secrets,nora roberts,1990,Bantam
0373484410,Time And Again,nora roberts,2001,Silhouette
0061031089,Running Scared,elizabeth lowell,2003,Avon Books
0446608378,Thunderhead,douglas preston,2000,Warner Books
0449001962,"Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.)",margaret truman,2002,Fawcett Books
0385323921,The Klone and I: A High-Tech Love Story,danielle steel,1998,Delacorte Press
1551668440,Snowfall,sharon sala,2001,Mira
0451201906,Storm,boris starling,2000,Signet Book
0451193288,Reckless Endangerment,robert k tanenbaum,1999,Signet Book
0553578022,The Face of Deception,iris johansen,1999,Bantam Books
0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),sue grafton,1991,Fawcett Books
0440215900,Walking After Midnight,karen robards,1995,Dell
0446605883,With Song,dorothy garlock,1999,Warner Books
1853260584,Return of Sherlock Holmes (Wordsworth Classics),ac doyle,1997,NTC/Contemporary Publishing Company
0590434985,Jacob Have I Loved,katherine paterson,0,Scholastic Inc
0671739670,"LIFE, THE UNIVERSE AND EVERYTHING (Hitchhiker's Trilogy (Paperback))",douglas adams,1991,Pocket
