Author-Tokens,Average-Rating,Num-Ratings
"['a', 'kava']",7.555555555555555,54
"['a', 'kent']",8.0,11
"['a', 'kimberly']",9.0,4
"['a', 'klavan']",7.526315789473684,19
"['a', 'koestler']",8.0,8
"['a', 'kotlowitz']",8.3,10
"['a', 'kurkow']",8.333333333333334,6
"['a', 'kurzweil']",6.833333333333333,12
"['a', 'kwitney']",7.866666666666666,15
"['a', 'lamott']",7.712643678160919,174
"['a', 'lang']",4.92,25
"['a', 'lansing']",8.466666666666667,15
"['a', 'lapierre']",7.8,5
"['a', 'leonowens']",5.75,4
"['a', 'leopold']",8.222222222222221,18
"['a', 'lightman']",7.7164179104477615,67
"['a', 'lindgren']",8.375,8
"['a', 'lobel']",7.8,10
"['a', 'lollar']",9.5,4
"['a', 'lorde']",7.333333333333333,9
"['a', 'lurie']",7.222222222222222,9
"['a', 'macdonald']",7.67816091954023,174
"['a', 'macfarlane']",7.25,4
"['a', 'machado']",7.75,4
"['a', 'maclean']",7.0,4
"['a', 'macleod']",8.333333333333334,9
"['a', 'major']",6.555555555555555,9
"['a', 'makine']",6.8,5
"['a', 'mandelbaum']",6.25,8
"['a', 'mangels']",6.666666666666667,6
"['a', 'mark']",6.125,8
"['a', 'marshall']",8.4,5
"['a', 'martin']",8.6,5
"['a', 'matthews']",7.75,4
"['a', 'mattison']",6.366666666666666,30
"['a', 'maupin']",8.13076923076923,130
"['a', 'maxted']",7.298245614035087,57
"['a', 'mazer']",7.857142857142857,7
"['a', 'mcallister']",8.5,4
"['a', 'mccaffrey']",8.032622333751569,797
"['a', 'mcconnell']",8.25,4
"['a', 'mcdermott']",7.022222222222222,90
"['a', 'mcghee']",7.5,14
"['a', 'mcnab']",6.764705882352941,17
"['a', 'menendez']",6.4,5
"['a', 'meyers']",5.75,4
"['a', 'michaels']",8.11111111111111,18
"['a', 'milani']",8.0,7
"['a', 'miller']",7.266666666666667,60
"['a', 'mills']",8.25,4
"['a', 'min']",7.6923076923076925,26
"['a', 'moody']",8.625,8
"['a', 'moore']",8.205882352941176,34
"['a', 'morton']",7.8,15
"['a', 'munro']",7.296296296296297,27
"['a', 'nafisi']",8.166666666666666,42
"['a', 'naparstek']",7.857142857142857,7
"['a', 'nersesian']",7.461538461538462,13
"['a', 'niffenegger']",8.735632183908047,87
"['a', 'nin']",8.028571428571428,35
"['a', 'nissel']",8.117647058823529,17
"['a', 'norton']",7.735849056603773,53
"['a', 'nosaka']",8.555555555555555,9
"['a', 'nothomb']",7.857142857142857,63
"['a', 'oblong']",8.142857142857142,7
"['a', 'okamoto']",6.5,4
"['a', 'oneill']",8.5,4
"['a', 'paasilinna']",7.4,5
"['a', 'packer']",7.568627450980392,102
"['a', 'papa']",7.277777777777778,18
"['a', 'patchett']",7.951219512195122,246
"['a', 'paton']",8.538461538461538,39
"['a', 'pavord']",6.5,4
"['a', 'pearson']",7.591836734693878,49
"['a', 'pedrazaz']",6.75,4
"['a', 'perezreverte']",7.658914728682171,129
"['a', 'perry']",7.501483679525222,337
"['a', 'phillips']",6.545454545454546,22
"['a', 'pirincci']",7.576923076923077,26
"['a', 'proulx']",7.519230769230769,312
"['a', 'pyper']",6.111111111111111,18
"['a', 'quick']",7.724137931034483,174
"['a', 'quindlen']",7.641558441558441,385
"['a', 'raife']",7.111111111111111,9
"['a', 'rampling']",6.6923076923076925,13
"['a', 'rand']",8.405405405405405,185
"['a', 'randall']",6.956521739130435,23
"['a', 'ransome']",7.75,4
"['a', 'rashid']",7.428571428571429,7
"['a', 'reynolds']",6.8,5
"['a', 'rhoney']",8.25,4
"['a', 'rice']",7.5,1504
"['a', 'rich']",7.375,8
"['a', 'riley']",8.384615384615385,13
"['a', 'rinaldi']",7.363636363636363,22
"['a', 'ripley']",6.77027027027027,74
"['a', 'robbins']",7.230769230769231,13
"['a', 'roker']",7.5,4
"['a', 'rooney']",6.6,5
"['a', 'roy']",7.597014925373134,134
"['a', 'rule']",7.752659574468085,376
"['a', 'ryan']",7.666666666666667,6
"['a', 'salas']",7.714285714285714,7
"['a', 'sarrantonio']",6.5,4
"['a', 'schulman']",7.75,4
"['a', 'schumacher']",7.75,4
"['a', 'schwartz']",8.185185185185185,27
"['a', 'sebold']",8.195899772209566,878
"['a', 'seigel']",7.5,4
"['a', 'sellers']",7.5,4
"['a', 'sewell']",8.6,20
"['a', 'seymour']",6.75,4
"['a', 'sharma']",7.25,4
"['a', 'shreve']",7.5198744769874475,956
"['a', 'simon']",8.0,5
"['a', 'sinclair']",7.25,12
"['a', 'skarmeta']",6.75,4
"['a', 'smith']",6.133333333333334,30
"['a', 'sohn']",6.333333333333333,12
"['a', 'solomon']",6.333333333333333,9
"['a', 'solzhenitsyn']",8.105263157894736,19
"['a', 'soueif']",6.739130434782608,23
"['a', 'spiegelman']",9.25,24
"['a', 'starwoman']",7.0,5
"['a', 'steinbach']",7.636363636363637,22
"['a', 'stevens']",9.11111111111111,9
"['a', 'stockenberg']",7.0,7
"['a', 'stuart']",7.882352941176471,17
"['a', 'swofford']",7.4,10
"['a', 'tan']",8.06031746031746,630
"['a', 'thomas']",8.153846153846153,13
"['a', 'titchmarsh']",7.555555555555555,9
"['a', 'treasures']",8.307692307692308,13
"['a', 'trigiana']",7.142857142857143,7
"['a', 'trigiani']",7.6231884057971016,207
"['a', 'tyler']",7.403960396039604,505
"['a', 'ursu']",7.0,10
"['a', 'vachss']",7.4,5
"['a', 'valdesrodriguez']",7.4,15
"['a', 'verghese']",8.333333333333334,6
"['a', 'waldman']",7.409090909090909,22
"['a', 'waldron']",6.2,5
"['a', 'walker']",8.219931271477662,291
"['a', 'warhol']",8.5,6
"['a', 'warner']",8.0,4
"['a', 'waters']",7.0,4
"['a', 'watson']",8.25,4
"['a', 'watts']",8.6,10
"['a', 'weil']",7.95,20
"['a', 'weir']",7.702702702702703,37
"['a', 'wilentz']",8.25,4
"['a', 'wilson']",7.0,5
"['a', 'witchel']",6.333333333333333,6
"['a', 'wood']",9.1,10
"['a', 'yazawa']",9.25,4
"['a', 'yezierska']",8.8,5
"['a', 'zobel']",6.5,4
"['aa', 'attanasio']",7.25,4
"['aa', 'milne']",8.058823529411764,34
"['ab', 'facey']",8.4,5
"['ab', 'ross']",7.739583333333333,96
"['ab', 'shafran']",7.5,4
"['ac', 'clarke']",7.8994708994708995,189
"['ac', 'crispin']",7.384615384615385,13
"['ac', 'doyle']",8.705882352941176,34
"['ac', 'klause']",8.1,20
"['ac', 'parfitt']",5.5,4
"['acbspe', 'al']",7.777777777777778,9
"['ach', 'smith']",6.4,5
"['acs', 'doyle']",8.464285714285714,28
"['ad', 'aczel']",6.25,4
"['ad', 'botton']",8.0,18
"['ad', 'carlo']",7.75,20
"['ad', 'foster']",7.32258064516129,62
"['ad', 'iii']",7.407725321888412,233
"['ad', 'leclaire']",8.0,11
"['ad', 'mello']",8.75,4
"['ad', 'saint']",9.25,4
"['ad', 'saintexupery']",8.88888888888889,27
['adams'],9.2,10
"['ae', 'hunt']",7.818181818181818,11
"['ae', 'lindgren']",8.25,12
"['ae', 'ward']",8.666666666666666,9
"['aew', 'mason']",8.75,4
"['afd', 'salny']",7.25,4
"['ag', 'forrester']",7.0,4
"['ag', 'slade']",8.4,5
"['ah', 'cohen']",9.0,5
"['ah', 'vachss']",7.75,4
"['ai', 'dubus']",8.222222222222221,9
"['aj', 'chai']",8.0,8
"['aj', 'davidson']",7.666666666666667,9
"['aj', 'holt']",7.444444444444445,9
"['aj', 'jones']",7.958333333333333,24
"['ak', 'shulman']",8.0,4
"['ak', 'stone']",7.25,4
"['al', 'alexander']",7.2,5
"['al', 'gittleman']",7.75,4
"['al', 'mcginnis']",6.2,5
"['al', 'waldo']",7.769230769230769,13
"['al', 'wilson']",7.714285714285714,7
['alainfournier'],7.0,9
"['am', 'ansay']",6.590909090909091,132
"['am', 'beanland']",7.5,4
"['am', 'dershowitz']",6.6,5
"['am', 'duquette']",9.0,4
"['am', 'greeley']",6.564814814814815,108
"['am', 'homes']",6.428571428571429,14
"['am', 'lindbergh']",8.155555555555555,45
"['am', 'martin']",7.441860465116279,43
"['am', 'menchen']",6.0,4
"['am', 'publishing']",9.166666666666666,6
"['am', 'smith']",8.245,400
"['am', 'steele']",7.75,4
"['am', 'weil']",8.125,8
"['am', 'winston']",8.25,4
"['an', 'leblanc']",7.888888888888889,9
"['an', 'roquelaure']",7.291666666666667,48
['anonimo'],7.0,7
['anonymous'],7.322033898305085,118
['anson'],6.8,5
"['ao', 'faulk']",7.571428571428571,7
"['aoa', 'poets']",8.5,4
['aoumiel'],8.5,6
"['ap', 'association']",9.0,4
"['ap', 'chekhov']",6.8,5
"['aq', 'fisher']",8.071428571428571,14
"['ar', 'badami']",8.0,4
"['ar', 'gurney']",8.75,4
"['ar', 'siddons']",7.3277777777777775,180
"['as', 'berg']",7.95,20
"['as', 'byatt']",7.333333333333333,66
"['as', 'greer']",7.714285714285714,7
"['as', 'lavey']",5.7,10
"['as', 'rufus']",8.0,8
"['at', 'ellis']",7.0,4
"['at', 'wallach']",7.0,4
"['av', 'dis']",7.0,4
['avi'],7.75,48
"['avw', 'childs']",8.5,4
"['aw', 'bahr']",8.0,5
"['aw', 'schaef']",6.636363636363637,11
['awmd'],7.647058823529412,17
"['ay', 'mah']",7.590163934426229,61
"['ayc', 'perezreverte']",8.0,11
"['az', 'kronzek']",7.909090909090909,11
"['b', 'adler']",9.166666666666666,6
"['b', 'akunin']",7.75,8
"['b', 'amend']",8.333333333333334,9
"['b', 'anastas']",6.857142857142857,14
"['b', 'atxaga']",7.0,5
"['b', 'aymar']",6.75,4
"['b', 'barer']",7.2,5
"['b', 'barton']",7.833333333333333,6
"['b', 'berry']",7.2,5
"['b', 'bettelheim']",6.4,5
"['b', 'birney']",7.333333333333333,9
"['b', 'bova']",7.611111111111111,18
"['b', 'bradlee']",6.75,4
"['b', 'brandt']",7.1,10
"['b', 'breathed']",8.522522522522523,111
"['b', 'brecht']",7.083333333333333,12
"['b', 'brent']",7.2,5
"['b', 'bretton']",7.142857142857143,7
"['b', 'bright']",8.833333333333334,6
"['b', 'broady']",8.125,8
"['b', 'broyard']",6.0,4
"['b', 'bryson']",8.03191489361702,470
"['b', 'buchanan']",5.714285714285714,7
"['b', 'burke']",7.5,8
"['b', 'burnard']",7.5,10
"['b', 'bush']",7.6,5
"['b', 'butler']",7.5,10
"['b', 'byars']",8.0,8
"['b', 'campbell']",7.916666666666667,12
"['b', 'carter']",7.0,4
"['b', 'caswell']",7.5,4
"['b', 'chatwin']",8.162162162162161,37
"['b', 'clarke']",6.914634146341464,82
"['b', 'cleary']",8.21081081081081,185
"['b', 'cleaver']",7.25,4
"['b', 'clinton']",7.5,6
"['b', 'cohen']",8.75,4
"['b', 'cole']",9.25,4
"['b', 'collins']",8.916666666666666,12
"['b', 'cooney']",9.125,8
"['b', 'cornwell']",7.0,39
"['b', 'cosby']",7.65,80
"['b', 'costas']",8.75,4
"['b', 'courtenay']",8.432432432432432,37
"['b', 'coville']",6.846153846153846,13
"['b', 'crocker']",8.666666666666666,6
"['b', 'curtis']",8.6,5
"['b', 'daley']",8.2,5
"['b', 'damato']",6.5,4
"['b', 'deangelis']",5.333333333333333,6
"['b', 'delinsky']",7.567039106145251,358
"['b', 'denenberg']",7.454545454545454,11
"['b', 'dolnick']",7.0,5
"['b', 'donofrio']",7.32,25
"['b', 'dunlop']",8.8,5
"['b', 'edwards']",9.166666666666666,6
"['b', 'ehrenreich']",8.286549707602338,171
"['b', 'eisler']",7.125,8
"['b', 'elton']",7.205882352941177,102
"['b', 'emecheta']",7.75,4
"['b', 'erskine']",6.833333333333333,12
"['b', 'farkas']",8.75,4
"['b', 'feiler']",7.733333333333333,15
"['b', 'fischer']",7.166666666666667,6
"['b', 'fitzhugh']",7.818181818181818,11
"['b', 'flanagan']",8.0,4
"['b', 'franklin']",6.5,4
"['b', 'freedman']",9.454545454545455,11
"['b', 'freese']",4.947368421052632,19
"['b', 'freethy']",8.25,4
"['b', 'friedan']",8.0,8
"['b', 'froud']",9.363636363636363,11
"['b', 'gallagher']",7.5,4
"['b', 'gardner']",5.75,4
"['b', 'gates']",5.714285714285714,7
"['b', 'gill']",8.0,5
"['b', 'glassner']",8.125,8
"['b', 'goldberg']",6.75,12
"['b', 'gottlieb']",7.0,4
"['b', 'gowdy']",6.666666666666667,9
"['b', 'graham']",8.181818181818182,11
"['b', 'greene']",7.741379310344827,58
"['b', 'griffiths']",8.5,4
"['b', 'guggenheim']",8.4,5
"['b', 'gur']",6.4,10
"['b', 'gutcheon']",7.658536585365853,41
"['b', 'haig']",8.0,10
"['b', 'hall']",7.625,8
"['b', 'hambly']",7.661764705882353,68
"['b', 'harper']",7.2727272727272725,11
"['b', 'hayes']",7.5,8
"['b', 'hazard']",6.75,4
"['b', 'hedges']",9.0,4
"['b', 'hendee']",7.375,8
"['b', 'herbert']",7.797872340425532,94
"['b', 'hiatt']",7.25,4
"['b', 'hildebrandt']",9.666666666666666,9
"['b', 'hilgartner']",9.0,5
"['b', 'hodgson']",8.266666666666667,15
"['b', 'hoff']",7.918918918918919,148
"['b', 'hoffman']",7.25,4
"['b', 'holland']",7.0,4
"['b', 'hooks']",9.0,5
"['b', 'hopkins']",6.25,4
"['b', 'hughart']",8.272727272727273,11
"['b', 'israel']",6.4,5
"['b', 'jackson']",8.75,4
"['b', 'jacques']",7.64375,160
"['b', 'jenkins']",8.5,4
"['b', 'johnson']",7.8,25
"['b', 'joyce']",7.88,25
"['b', 'kaufman']",8.375,16
"['b', 'kerr']",7.0,6
"['b', 'kingsolver']",8.2,965
"['b', 'kirchner']",8.333333333333334,6
"['b', 'kliban']",9.25,4
"['b', 'krahn']",6.363636363636363,11
"['b', 'kramer']",7.588235294117647,17
"['b', 'land']",7.25,4
"['b', 'lansky']",8.1,10
"['b', 'larson']",6.333333333333333,15
"['b', 'lawrence']",9.0,4
"['b', 'lebert']",5.966666666666667,30
"['b', 'lee']",6.25,4
"['b', 'lefkowitz']",7.333333333333333,6
"['b', 'letts']",8.088709677419354,372
"['b', 'leveridge']",7.5,4
"['b', 'lewis']",8.037735849056604,53
"['b', 'little']",7.05,80
"['b', 'lord']",7.75,12
"['b', 'lott']",7.468253968253968,126
"['b', 'lowry']",7.3,10
"['b', 'lumley']",7.619047619047619,21
"['b', 'macdonald']",7.818181818181818,11
"['b', 'maddox']",5.0,8
"['b', 'mahmoody']",8.333333333333334,21
"['b', 'maitland']",7.2,5
"['b', 'malamud']",7.4,5
"['b', 'mankoff']",8.25,4
"['b', 'manning']",9.0,10
"['b', 'markham']",8.80952380952381,21
"['b', 'mclain']",7.0,5
"['b', 'meltzer']",7.430769230769231,130
"['b', 'mertz']",8.0,7
"['b', 'mezrich']",8.1,20
"['b', 'michaels']",6.963414634146342,82
"['b', 'moore']",7.666666666666667,6
"['b', 'morgan']",8.0,6
"['b', 'mujica']",7.6,5
"['b', 'mukherjee']",6.2,5
"['b', 'murphy']",9.25,4
"['b', 'myers']",8.125,8
"['b', 'naparstek']",7.5,6
"['b', 'neels']",5.75,4
"['b', 'neely']",7.166666666666667,6
"['b', 'nelson']",8.333333333333334,6
"['b', 'novak']",8.25,4
"['b', 'ocarroll']",8.17142857142857,35
"['b', 'oreilly']",7.5,36
"['b', 'park']",7.48936170212766,47
"['b', 'parker']",7.119047619047619,42
"['b', 'pasternak']",8.0,10
"['b', 'phillips']",8.0625,16
"['b', 'plain']",7.188,250
"['b', 'preiss']",8.0,5
"['b', 'quinn']",7.181818181818182,11
"['b', 'raffel']",7.8,5
"['b', 'reed']",7.111111111111111,9
"['b', 'rice']",8.8,5
"['b', 'richardson']",7.4,40
"['b', 'robinson']",8.333333333333334,18
"['b', 'russell']",8.0,5
"['b', 'savage']",9.6,5
"['b', 'schieffer']",7.0,4
"['b', 'schlink']",7.361867704280155,257
"['b', 'scott']",6.7,10
"['b', 'sears']",6.666666666666667,21
"['b', 'seranella']",7.75,4
"['b', 'severgnini']",7.538461538461538,13
"['b', 'shapiro']",6.75,4
"['b', 'shaw']",9.0,4
"['b', 'sher']",7.611111111111111,18
"['b', 'sherwood']",7.125,32
"['b', 'siegel']",7.0,11
"['b', 'siler']",6.833333333333333,6
"['b', 'slavicsek']",8.0,4
"['b', 'small']",7.296296296296297,27
"['b', 'smith']",8.891304347826088,46
"['b', 'sparks']",7.2,15
"['b', 'spock']",8.0,5
"['b', 'sprague']",7.142857142857143,7
"['b', 'starling']",7.52,25
"['b', 'sterling']",7.065217391304348,46
"['b', 'stoker']",8.241071428571429,112
"['b', 'stone']",6.75,4
"['b', 'strachey']",8.166666666666666,6
"['b', 'talkington']",8.5,4
"['b', 'tarkington']",7.2,5
"['b', 'taylor']",6.0,4
"['b', 'teran']",5.8,5
"['b', 'thor']",7.6,10
"['b', 'trapido']",7.5,8
"['b', 'tuchman']",7.25,4
"['b', 'udall']",7.933333333333334,30
"['b', 'unsworth']",7.9523809523809526,21
"['b', 'vian']",8.0,24
"['b', 'vine']",8.075471698113208,53
"['b', 'walker']",9.75,4
"['b', 'watterson']",9.214521452145215,303
"['b', 'weathers']",6.8,5
"['b', 'werber']",7.8,70
"['b', 'west']",7.428571428571429,7
"['b', 'white']",7.087912087912088,91
"['b', 'wilkinson']",7.225806451612903,62
"['b', 'williams']",7.208333333333333,24
"['b', 'willingham']",8.75,4
"['b', 'wilson']",8.75,4
"['b', 'winn']",8.0,4
"['b', 'winter']",7.5,4
"['b', 'wood']",6.8,25
"['b', 'woodhouse']",7.714285714285714,7
"['b', 'woodward']",7.735294117647059,34
"['b', 'yoshimoto']",7.617283950617284,81
"['b', 'youngs']",6.666666666666667,6
"['ba', 'kipfer']",7.545454545454546,22
"['ba', 'mason']",7.538461538461538,13
['baum'],8.0,4
"['bb', 'kerik']",7.571428571428571,7
"['bc', 'fergusson']",6.333333333333333,6
"['bd', 'angelis']",6.666666666666667,9
"['bd', 'joyce']",7.333333333333333,6
"['bd', 'smith']",8.5,4
"['be', 'ellis']",7.073170731707317,123
"['be', 'johnson']",5.5,4
"['bepd', 'robinson']",7.0,4
"['bf', 'skinner']",7.571428571428571,7
['bf'],8.25,4
"['bg', 'walker']",9.25,4
"['bh', 'wolf']",9.25,4
"['bha', 'gardens']",8.75,4
['bhagavadgita'],8.8,5
['bingham'],6.75,4
"['bj', 'daniels']",6.666666666666667,12
"['bj', 'eadie']",7.3,40
"['bk', 'vaughan']",8.5,6
"['bks', 'iyengar']",9.0,4
"['bl', 'weiss']",7.75,20
"['bm', 'baglio']",7.75,4
"['bm', 'campbell']",7.0476190476190474,21
"['bm', 'funk']",9.25,4
"['bm', 'jr']",8.333333333333334,27
"['bm', 'krahn']",6.333333333333333,12
"['bm', 'ohrbach']",9.75,4
"['bp', 'odonoghue']",6.75,4
"['br', 'barber']",7.5,4
"['br', 'institute']",8.392857142857142,28
"['br', 'moss']",8.5,4
"['br', 'wright']",5.75,4
['bradbury'],9.0,4
"['brh', 'society']",9.8,5
"['bs', 'siegel']",8.25,4
"['bt', 'bradford']",6.738372093023256,172
"['bt', 'greive']",8.907894736842104,76
"['bv', 'stuckradbarre']",5.45,20
"['bw', 'clough']",6.25,4
"['bw', 'tuchman']",7.375,8
['bw'],8.5,4
"['bwhb', 'collective']",9.714285714285714,7
"['c', 'aarsen']",8.6,5
"['c', 'achebe']",7.745098039215686,51
"['c', 'adair']",7.676470588235294,34
"['c', 'adams']",8.181818181818182,11
"['c', 'adrienne']",6.285714285714286,7
"['c', 'ahern']",8.444444444444445,9
"['c', 'ahlquist']",8.4,5
"['c', 'alexander']",6.666666666666667,6
"['c', 'allen']",7.777777777777778,9
"['c', 'alpert']",7.0,4
"['c', 'amiri']",6.75,4
"['c', 'amory']",7.3125,48
"['c', 'andersen']",8.25,8
"['c', 'anderson']",7.513513513513513,74
"['c', 'archer']",7.0,4
"['c', 'asaro']",8.375,8
"['c', 'bailey']",6.5,4
"['c', 'barker']",7.617283950617284,162
"['c', 'barks']",9.571428571428571,7
"['c', 'barris']",6.888888888888889,9
"['c', 'bartolomeo']",8.0,4
"['c', 'baudelaire']",9.166666666666666,6
"['c', 'baxter']",7.5625,32
"['c', 'bellacera']",9.5,4
"['c', 'bennett']",7.7,10
"['c', 'berg']",8.333333333333334,9
"['c', 'berlinski']",7.0,4
"['c', 'bernstein']",7.25,4
"['c', 'bishop']",7.133333333333334,15
"['c', 'bjork']",8.0,5
"['c', 'black']",6.9,10
"['c', 'bland']",8.4,5
"['c', 'bohjalian']",7.635245901639344,244
"['c', 'bolt']",4.25,4
"['c', 'bonner']",8.25,4
"['c', 'bradley']",8.75,4
"['c', 'bram']",7.4,5
"['c', 'briscoe']",8.25,4
"['c', 'brockway']",6.75,8
"['c', 'bronte']",8.402439024390244,164
"['c', 'brooks']",6.5,4
"['c', 'brown']",7.153846153846154,13
"['c', 'buckley']",7.588235294117647,17
"['c', 'bukowski']",7.777777777777778,45
"['c', 'bunch']",8.0,4
"['c', 'burnes']",7.25,8
"['c', 'burnett']",7.25,4
"['c', 'bushnell']",5.721590909090909,176
"['c', 'calman']",6.666666666666667,6
"['c', 'camp']",7.333333333333333,18
"['c', 'carmen']",6.8,5
"['c', 'carr']",7.2155172413793105,232
"['c', 'carter']",7.0,4
"['c', 'carterscott']",7.25,4
"['c', 'cassidy']",8.0,5
"['c', 'castaneda']",6.6,10
"['c', 'castillo']",9.833333333333334,6
"['c', 'chute']",7.222222222222222,18
"['c', 'claremont']",6.8,5
"['c', 'clark']",7.5,4
"['c', 'colson']",4.25,4
"['c', 'cook']",7.025,40
"['c', 'corzine']",6.285714285714286,7
"['c', 'coulter']",7.335016835016835,594
"['c', 'coyle']",8.4,5
"['c', 'crawford']",7.857142857142857,7
"['c', 'cussler']",7.422273781902552,431
"['c', 'dain']",6.5,8
"['c', 'dartthornton']",6.333333333333333,9
"['c', 'davidson']",6.6,5
"['c', 'delacroix']",6.25,4
"['c', 'dexter']",7.489795918367347,49
"['c', 'dickens']",7.798941798941799,189
"['c', 'dirgo']",7.6,5
"['c', 'doctorow']",7.333333333333333,6
"['c', 'dodd']",7.1477272727272725,88
